time,ET,zhou_T,zhou_T_8day
2021-05-25,0.0099025963017657,1.183139264298589,1.2999520631470824
2021-05-26,2.697372766408345,0.6149207910514499,0.747355711139428
2021-05-27,1.4679467013330996,0.5256940266157208,1.0880630042365005
2021-05-28,2.196724674859195,0.5415817165268331,0.7144164287312564
2021-05-29,1.5874876345047846,1.0625505519878007,1.161063432954273
2021-05-30,2.6279804310724737,1.3941115016932162,0.8562842844662215
2021-05-31,1.879245884445727,1.2069728788012206,1.1124409488941283
2021-06-01,2.532200433765666,1.1991702812217426,1.1171229912523
2021-06-02,2.3043423273805113,1.35794468801375,1.3257774052907685
2021-06-03,2.6338592300165686,1.3136312030354143,1.3366367247474482
2021-06-04,2.7068215286033364,1.0695678641073822,1.13945528759992
2021-06-05,2.4032832906976234,0.9500915066056502,0.8086792105412505
2021-06-06,1.7195096588724468,0.7940018157404912,0.8834078415751222
2021-06-07,1.949005275139021,0.6629389442855694,0.805651751956843
2021-06-08,1.7731844991001389,0.6272870107399139,0.625184484161287
2021-06-09,1.4758697729323245,0.28997146446716504,0.3867374223579918
2021-06-10,0.8954895761863011,0.46267731627097924,0.28367056843800237
2021-06-11,0.7733240078994643,0.9350607618108371,0.6881147324785842
2021-06-12,1.737809184272939,1.2851781168549543,1.0855260283918442
2021-06-13,3.4340360010705147,1.3614044989350826,1.186061284486462
2021-06-14,3.7244101772972753,1.1967586651915887,1.0708023016969113
2021-06-15,3.487497061507924,1.1979552606380282,1.7827770812748922
2021-06-16,5.67039700197568,1.259359507527054,1.1640781780172722
2021-06-17,3.8725251426945686,1.0936751913117602,1.043187176906433
2021-06-18,3.5526489039277482,1.1980422877816885,1.2117230243219608
2021-06-19,4.040670083194094,1.2479266224539987,1.3612618276635884
2021-06-20,4.509312183389071,1.4972069731177455,1.53237420437556
2021-06-21,4.854687285863811,1.5925222348052224,1.2867269567083588
2021-06-22,4.0744475919769165,1.3349336463380566,1.0146705689956819
2021-06-23,3.3255497458160654,1.2955307815593864,1.4531736729799778
2021-06-24,4.860068869903813,1.0622310554833447,0.9723123828774038
2021-06-25,3.253502055626914,0.8717381193827974,1.2654193530709077
2021-06-26,4.093460735289808,0.9004250913613365,0.9553805899056002
2021-06-27,3.389920138403854,0.5798894677779913,0.5464793568978626
2021-06-28,1.7332610940923265,0.6785341144167458,0.6764442488999134
2021-06-29,2.2438366948751485,0.974888091093228,0.8868639999718667
2021-06-30,2.3301569014097168,0.9028165331035434,0.9368066969855214
2021-07-01,2.2298023315068765,1.419425980864052,1.002092207658537
2021-07-02,2.136948537840791,1.5968792046064237,1.0032072390550775
2021-07-03,2.1709981513519967,1.0124501214652089,0.7035467017954712
2021-07-04,1.599350230490521,1.6178355846769052,1.4830017727507911
2021-07-05,3.8333697416223846,1.3284856795068,1.1335516623492672
2021-07-06,3.362738004301399,1.1308858830791253,0.9025171373400603
2021-07-07,3.0222503272700685,1.0139292643323305,1.2896739576547471
2021-07-08,4.645833627816657,1.0840005595564408,1.3470204378782913
2021-07-09,4.945808530674277,0.9358956523277134,1.1704307220841141
2021-07-10,4.579468616003458,1.0775146893396144,0.9222898810397796
2021-07-11,3.958043131199976,1.0933102604349338,0.841635481213171
2021-07-12,3.72572634965334,0.9454489110436781,0.9118822522468535
2021-07-13,4.300913699048975,0.8665639235986401,0.9129427260076508
2021-07-14,4.576653524716779,0.36641544972512696,0.3679861491521488
2021-07-15,1.8285401012114202,0.4725637788233015,0.8093270810047597
2021-07-16,4.097387330749175,0.3631691758471832,0.6629773577976857
2021-07-17,3.182558169639769,0.5125471197014911,0.5299652862183553
2021-07-18,2.3257397470637358,0.8620571875581364,0.7221278931132172
2021-07-19,2.6830028282370146,1.4116533028125193,1.1056983010328194
2021-07-20,3.9737031455372525,1.4073051844236766,1.1276360604522577
2021-07-21,3.4076652815849036,1.6254000970504583,1.3142572322824566
2021-07-22,3.3371901537289554,0.9240359686883224,0.7414149834192935
2021-07-23,1.846010947852157,1.0904176281481008,0.9376015536293983
2021-07-24,2.2970348443613116,0.7625417467257058,0.762802537072697
2021-07-25,1.8046712448637554,0.8808027098379916,1.1305828616906808
2021-07-26,2.64040404276226,0.7832580205742427,0.9441759794134815
2021-07-27,2.3016412711368726,0.3027096067365839,0.15939583870461113
2021-07-28,0.38573853648646106,0.5007480832453673,0.3576569845357716
2021-07-29,0.930718299631576,0.2896434752090587,0.2753337610819192
2021-07-30,0.6524788856369299,0.8761235958580652,0.8990389740371787
2021-07-31,2.0084890298122864,0.5004807043691769,0.44713220108445406
2021-08-01,0.9196047595057428,0.7136239441760224,0.3694986713901055
2021-08-02,0.8161956305924762,0.7338229102623639,0.752366024131314
2021-08-03,1.5000258939041355,0.6765498029631865,0.813317890125786
2021-08-04,1.6319575527928794,0.41135164577402333,0.3350827401554783
2021-08-05,0.6347551961595324,0.06848146888759155,0.042787278896911696
2021-08-06,0.09002575657174904,0.4188739924702087,0.21177890346576672
2021-08-07,0.380341400445408,0.15126773253755005,0.1474452764317388
2021-08-08,0.29423792749808586,0.581649854484803,0.7026893443258693
2021-08-09,1.0732665190105002,0.5299196910299563,0.40520771482170886
2021-08-10,0.6174204549973126,-0.0013085372055201287,0.007971356580474424
2021-08-11,-0.0023720787159130716,0.21155865182508057,0.14825878231819614
2021-08-12,0.3078493270874419,0.27477841389304763,0.17325423152128133
2021-08-13,0.35491458738690673,0.5739160742431131,0.8009681938995697
2021-08-14,1.6990038964073633,0.5737954700906291,0.4452637093298606
2021-08-15,0.9331267476851552,0.5908008188707571,0.638780643168538
2021-08-16,1.3843709787485863,0.4667071387046983,0.266337837698794
2021-08-17,0.5854329673511316,0.37393988447413856,0.34589979371593516
2021-08-18,0.795743052179574,0.14132000920928506,0.17558614107286322
2021-08-19,0.3130007768951721,0.4334619225234454,0.4426466653005489
2021-08-20,0.8993572134558341,0.021670184361410043,0.014926116881178363
2021-08-21,0.030959894935640078,0.05603003898596798,0.05585307175578307
2021-08-22,0.09421710106671,0.2110016429292105,0.11415818154225404
2021-08-23,0.20340401508212064,0.17867416072161568,0.2145942451792433
2021-08-24,0.34800276622926585,0.48395778124789757,0.46213409962632374
2021-08-25,0.593228534093118,-0.0008633763880851741,-0.0020750080498666158
2021-08-26,0.025965306228558273,0.3241069058836713,0.3160236980718493
2021-08-27,0.40899962224690567,0.2902619562182966,0.22809488767792754
2021-08-28,0.29976825795458384,0.1471409461753552,0.06645309814240322
2021-08-29,0.11735143687245639,0.12015882466266475,0.07976463280878013
2021-08-30,0.17429914219568077,0.18250307653524483,0.1360812905379576
2021-08-31,0.42196819433731336,0.0002499189517766126,0.05375638711075913
2021-09-01,0.0017897907431914106,0.07193074446507777,0.06365658627494747
2021-09-02,0.18589376574113142,0.0239579921693491,0.029388020209624742
2021-09-03,0.0870219999933914,0.036764475065439874,0.027274517785388027
2021-09-04,0.11961274762617345,0.07480144215666604,0.02312614647379137
2021-09-05,0.11143779725677028,0.11462381766846749,0.056741402957939335
2021-09-06,0.16443047565438126,0.006386885568704282,-0.014399341088885952
2021-09-07,-0.04850425558562943,0.014552394879076155,0.023746918092226614
2021-09-08,0.06814513855175953,0.004631657680260547,0.02496888912474222
2021-09-09,0.08209074885011516,0.06174740634591947,-0.027972786185620463
2021-09-10,-0.06755725216661801,0.007717273458081729,0.0034406981666935186
2021-09-11,0.023949066520313908,0.05863009992870233,0.024112163219267655
2021-09-12,0.16339234554951956,0.4433599920234536,0.1617805524836128
2021-09-13,1.0518810865897457,0.4777228910771613,0.5358215658395208
2021-09-14,2.9762767464620383,0.09758685256907626,0.06139746354049061
2021-09-15,0.33816235084893626,0.08700448656806997,0.17327598538042813
2021-09-16,1.0533581513972288,0.09199131867354896,0.06162522641017689
2021-09-17,0.28319270132268687,0.003171732655999728,0.0024655768039064316
2021-09-18,-0.03542765615262372,0.025327038000608804,0.009890817099003905
2021-09-19,0.11073167796401248,0.0011264296354089568,0.0021275867693674173
2021-09-20,0.021441498560441516,0.0001247160093810505,0.0012036912329786895
2021-09-21,-0.006893089006962909,-0.0,-0.000486979064576861
2021-09-22,0.10532416238842178,-0.0006244242453400104,0.01413089803099784
2021-09-23,0.03767542316554236,0.035486794457415975,0.019476221920690436
2021-09-24,0.558896704896882,0.004240564120605013,0.0075792102718004
2021-09-25,0.19373054472987872,-0.00016885023679321656,-0.0002713654869014571
2021-09-26,-0.02404609674888599,-0.00011657590025243147,0.0009907590867301095
2021-09-27,0.03556338679394071,0.011972874006733147,0.006116773835231078
2021-09-28,0.10106331339199319,0.01830263091710509,0.00909819777595127
2021-09-29,0.4304978639918675,0.006931178828119524,0.01833599747011901
2021-09-30,0.36336115442321826,0.005153401865463853,0.003562060701208495
2021-10-01,0.14042222475587962,0.00010056312818933739,9.907277992519428e-05
2021-10-02,-0.005475294982317927,0.00022759666028489414,0.0009240738500314369
2021-10-03,0.029834669746073655,0.014279453770785464,0.010556931369089148
2021-10-04,0.23705512625826425,0.002196489318996332,0.015397750326745735
2021-10-05,0.3113885959444782,0.02557568223696524,0.014030735922961977
2021-10-06,0.12938755970630242,0.03551835170787123,0.01107069358885458
2021-10-07,0.31261426182332563,0.008083963378776614,0.00984741755516222
2021-10-08,0.10238955551714646,0.04300837116628834,0.00617374938117544
2021-10-09,0.1417962270640459,0.011557789087506216,0.018450779811398445
2021-10-10,0.481135967656223,0.006063673470190151,0.004887026000730316
2021-10-11,0.1721594008726409,0.0022469925421137404,0.0058948778560967635
2021-10-12,0.24877791855056028,0.004515495093211053,0.009834361445354706
2021-10-13,0.5443587889974326,0.00024629921689379704,0.0024992118289478673
2021-10-14,0.228864994836315,0.0029158946213182825,0.0013332357175767583
2021-10-15,0.2213183577635456,0.0011758114310513055,0.0011235874964988738
2021-10-16,0.24614726677487184,0.00018542797221872412,0.0009159714694245794
2021-10-17,0.24512313150099577,7.757248213073463e-06,-9.516457647542172e-06
2021-10-18,-0.005704969878330268,0.00028659817254962964,4.4715019489934944e-06
2021-10-19,0.0025725139627690717,-3.311431297418227e-06,5.925056927850773e-07
2021-10-20,0.03431651745632615,0.0006652714608501693,0.0002058983683708853
2021-10-21,0.21263388478140655,0.00016270006451053697,0.00015839956001452004
2021-10-22,0.017810776381933804,0.00015540727334922673,7.515169914737345e-06
2021-10-23,0.0027029005844823265,3.216421852070779e-05,4.269527381260132e-05
2021-10-24,0.01575079907395237,1.665446510087339e-06,7.297125829847794e-08
2021-10-25,0.0003086853982547553,2.4642643922644595e-05,3.278678872169199e-06
2021-10-26,0.0854851066221896,1.0702919591944336e-05,6.4493453413632795e-09
2021-10-27,0.001149768260509016,3.600484104166308e-06,7.2015780927267665e-06
2021-10-28,0.3463904850873839,-1.1547215000382027e-08,-5.4467575517639385e-08
2021-10-29,0.023054536213321666,7.156632199614314e-06,6.498929451705157e-07
2021-10-30,0.06587855905490045,1.877112742327638e-08,1.3517639936807666e-06
2021-10-31,0.05035402531439453,,
